	eco	name	fen	moves	pgn
327	D44	Semi-Slav Defense: Botvinnik System, Szabo Variation	r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b8d7 d1f3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c6 9. c1 g5 10. d5 c4 11. e2 e4 12. b7 b5 13. e4 e5 14. h7 h6 15. g5 h4 16. g7 g5 17. f3 g5 18. h6 g5 19. h4 g5 20. b8 d7 21. d1 f3 
328	D44	Semi-Slav Defense: Botvinnik Variation	rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. d5 c4 11. e2 e4 
329	D45	Semi-Slav Defense: Accelerated Meran Variation	rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 a7a6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. a7 a6 
330	D45	Semi-Slav Defense: Main Line	rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 
331	D45	Semi-Slav Defense: Normal Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 
332	D45	Semi-Slav Defense: Rubinstein (Anti-Meran) System	r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 g8f6 e2e3 b8d7 f3e5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. g8 f6 9. e2 e3 10. b8 d7 11. f3 e5 
333	D45	Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line	r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 e3e4 d5e4 c3e4 f6e4 c2e4 e6e5 d4e5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. d1 c2 12. f8 d6 13. e3 e4 14. d5 e4 15. c3 e4 16. f6 e4 17. c2 e4 18. e6 e5 19. d4 e5 
334	D45	Semi-Slav Defense: Stoltz Variation, Center Variation	r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 e3e4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. d1 c2 12. f8 d6 13. e3 e4 
335	D45	Semi-Slav Defense: Stoltz Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. d1 c2 
336	D45	Semi-Slav Defense: Stoltz Variation, Shabalov Attack	r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP2P1/2N1PN2/PPQ2P1P/R1B1KB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 g2g4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. d1 c2 12. f8 d6 13. g2 g4 
337	D45	Semi-Slav Defense: Stonewall Defense	rnbqkb1r/pp4pp/2p1p3/3p1p2/2PPn3/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 g1f3 g8f6 c2c4 c7c6 b1c3 e7e6 e2e3 f6e4 f1d3 f7f5	1. d2 d4 2. d7 d5 3. g1 f3 4. g8 f6 5. c2 c4 6. c7 c6 7. b1 c3 8. e7 e6 9. e2 e3 10. f6 e4 11. f1 d3 12. f7 f5 
338	D46	Semi-Slav Defense: Bogoljubov Variation	r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8e7	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. f8 e7 
339	D46	Semi-Slav Defense: Chigorin Defense	r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8d6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. f8 d6 
340	D46	Semi-Slav Defense: Main Line	r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 
341	D46	Semi-Slav Defense: Romih Variation	r1bqk2r/pp1n1ppp/2p1pn2/3p4/1bPP4/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8b4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. f8 b4 
342	D47	Semi-Slav Defense: Meran Variation, Lundin Variation	r1bqkb1r/p2n1ppp/2p1pn2/8/1p1P4/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 b5b4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. b5 b4 
343	D47	Semi-Slav Defense: Meran Variation	r1bqkb1r/p2n1ppp/2p1pn2/1p6/2BP4/2N1PN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 
344	D47	Semi-Slav Defense: Meran Variation, Wade Variation, Kaidanov Gambit	r2qkb1r/pb1n1ppp/4p3/3nP3/Np1N4/3B4/PP3PPP/R1BQ1RK1 b kq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7 e3e4 b5b4 c3a4 c6c5 e4e5 f6d5 e1g1 c5d4 f3d4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. c8 b7 17. e3 e4 18. b5 b4 19. c3 a4 20. c6 c5 21. e4 e5 22. f6 d5 23. e1 g1 24. c5 d4 25. f3 d4 
345	D47	Semi-Slav Defense: Meran Variation, Wade Variation, Larsen Variation	r2qkb1r/pb1n1ppp/4p3/2pnP3/Np1P4/3B1N2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7 e3e4 b5b4 c3a4 c6c5 e4e5 f6d5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. c8 b7 17. e3 e4 18. b5 b4 19. c3 a4 20. c6 c5 21. e4 e5 22. f6 d5 
346	D47	Semi-Slav Defense: Meran Variation, Wade Variation	r2qkb1r/pb1n1ppp/2p1pn2/1p6/3P4/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. c8 b7 
347	D47	Semi-Slav Defense: Semi-Meran Variation	r1bqkb1r/pp1n1ppp/2p1pn2/8/2BP4/2N1PN2/PP3PPP/R1BQK2R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 
348	D48	Queen's Gambit Declined: Semi-Slav, Meran	r1bqkb1r/3n1ppp/p3pn2/1pp5/3PP3/2NB1N2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 
349	D48	Semi-Slav Defense: Meran Variation, Old Variation	r1bqkb1r/3n1ppp/p3pn2/1pp1P3/3P4/2NB1N2/PP3PPP/R1BQK2R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 
350	D48	Semi-Slav Defense: Meran Variation, Pirc Variation	r1bqkb1r/3n1ppp/p1p1pn2/8/1p1PP3/2NB1N2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 g8f6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 b5b4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e3 8. g8 f6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. b5 b4 
351	D48	Semi-Slav Defense: Meran Variation	r1bqkb1r/3n1ppp/p1p1pn2/1p6/3P4/2NBPN2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 
352	D48	Semi-Slav Defense: Meran Variation, Reynolds' Variation	r1bqkb1r/3n1ppp/p3pn2/1ppP4/4P3/2NB1N2/PP3PPP/R1BQK2R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 d4d5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. d4 d5 
353	D49	Semi-Slav Defense: Meran Variation, Blumenfeld Variation	r1bqkb1r/3n1ppp/p3pn2/1N2P3/3p4/3B1N2/PP3PPP/R1BQK2R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 20. c5 d4 21. c3 b5 
354	D49	Semi-Slav Defense: Meran Variation, Rabinovich Variation	r1bqkb1r/3n1ppp/p3p3/1N2P3/3p2n1/3B1N2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 f6g4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 20. c5 d4 21. c3 b5 22. f6 g4 
355	D49	Semi-Slav Defense: Meran Variation, Rellstab Attack	r3kb1r/5ppp/b3pn2/1p1qN1B1/3p4/3B4/PP2QPPP/R4RK1 b kq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 g1f3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5 f3e5 a6b5 e1g1 d8d5 d1e2 c8a6 c1g5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. g1 f3 8. e7 e6 9. e2 e3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 20. c5 d4 21. c3 b5 22. d7 e5 23. f3 e5 24. a6 b5 25. e1 g1 26. d8 d5 27. d1 e2 28. c8 a6 29. c1 g5 
356	D49	Semi-Slav Defense: Meran Variation, Sozin Variation	r1bqkb1r/5ppp/4pn2/1p2N3/3p4/3B4/PP3PPP/R1BQ1RK1 b kq -	d2d4 d7d5 g1f3 g8f6 c2c4 c7c6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5 f3e5 a6b5 e1g1	1. d2 d4 2. d7 d5 3. g1 f3 4. g8 f6 5. c2 c4 6. c7 c6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 20. c5 d4 21. c3 b5 22. d7 e5 23. f3 e5 24. a6 b5 25. e1 g1 
357	D49	Semi-Slav Defense: Meran Variation, Sozin Variation	r1bqkb1r/5ppp/p3pn2/1N2n3/3p4/3B1N2/PP3PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. e2 e3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 20. c5 d4 21. c3 b5 22. d7 e5 
358	D49	Semi-Slav Defense: Meran Variation, Stahlberg Variation	r1bqkb1r/5ppp/4pn2/1p2N3/3p4/3B1Q2/PP3PPP/R1B1K2R b KQkq -	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5 f3e5 a6b5 d1f3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. b1 c3 6. g8 f6 7. e2 e3 8. e7 e6 9. g1 f3 10. b8 d7 11. f1 d3 12. d5 c4 13. d3 c4 14. b7 b5 15. c4 d3 16. a7 a6 17. e3 e4 18. c6 c5 19. e4 e5 20. c5 d4 21. c3 b5 22. d7 e5 23. f3 e5 24. a6 b5 25. d1 f3 
359	D50	Queen's Gambit Declined: Been-Koomen Variation	rnbqkb1r/pp3ppp/4pn2/2pp2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. c7 c5 
360	D50	Queen's Gambit Declined: Modern Variation	rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 
361	D50	Queen's Gambit Declined: Pseudo-Tarrasch Variation, Canal Variation	rnb1kb1r/pp3ppp/1q2pn2/2pP2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c5 c4d5 d8b6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. c7 c5 9. c4 d5 10. d8 b6 
362	D50	Queen's Gambit Declined: Pseudo-Tarrasch Variation, Primitive Pillsbury Variation	rnbqkb1r/pp3ppp/4pn2/3p2B1/2PQ4/2N2N2/PP2PPPP/R3KB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c5 g1f3 c5d4 d1d4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. c7 c5 9. g1 f3 10. c5 d4 11. d1 d4 
363	D50	Queen's Gambit Declined: Pseudo-Tarrasch Variation	rnbqkb1r/pp3ppp/4pn2/2pP2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c5 c4d5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. c7 c5 9. c4 d5 
364	D50	Queen's Gambit Declined: Semi-Tarrasch, Krause Variation	rnbqkb1r/1p3ppp/p4n2/1N1pp1B1/Q1P5/2N5/PP2PPPP/R3KB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c5 g1f3 c5d4 f3d4 e6e5 d4b5 a7a6 d1a4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. c7 c5 9. g1 f3 10. c5 d4 11. f3 d4 12. e6 e5 13. d4 b5 14. a7 a6 15. d1 a4 
365	D51	Queen's Gambit Declined: Alekhine Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -	c2c4 e7e6 b1c3 d7d5 d2d4 g8f6 c1g5 b8d7 g1f3 c7c6 e2e4	1. c2 c4 2. e7 e6 3. b1 c3 4. d7 d5 5. d2 d4 6. g8 f6 7. c1 g5 8. b8 d7 9. g1 f3 10. c7 c6 11. e2 e4 
366	D51	Queen's Gambit Declined: Capablanca, Anti-Cambridge Springs Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/P1N1P3/1P3PPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 c7c6 a2a3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. e2 e3 10. c7 c6 11. a2 a3 
367	D51	Queen's Gambit Declined: Manhattan Variation	r1bqk2r/pppn1ppp/4pn2/3p2B1/1bPP4/2N1P3/PP3PPP/R2QKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 f8b4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. e2 e3 10. f8 b4 
368	D51	Queen's Gambit Declined: Modern, Knight Defense	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 c7c6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. e2 e3 10. c7 c6 
369	D51	Queen's Gambit Declined: Modern, Knight Defense	r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. e2 e3 
370	D51	Queen's Gambit Declined: Modern, Knight Defense	r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 
371	D51	Queen's Gambit Declined: Rochlin Variation	r1b1kb1r/pp1n1ppp/2p1pn2/q2p4/2PP4/2N2N2/PP1BPPPP/2RQKB1R b Kkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 g1f3 c7c6 a1c1 d8a5 g5d2	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. g1 f3 10. c7 c6 11. a1 c1 12. d8 a5 13. g5 d2 
372	D52	Queen's Gambit Declined: Cambridge Springs Defense: Argentine Variation	r1b2rk1/pp1n1ppp/2p1pn2/q2p4/1bPP3B/2N1P3/PPQN1PPP/R3KB1R b KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 c7c6 g1f3 d8a5 f3d2 f8b4 d1c2 e8g8 g5h4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. e2 e3 10. c7 c6 11. g1 f3 12. d8 a5 13. f3 d2 14. f8 b4 15. d1 c2 16. e8 g8 17. g5 h4 
373	D52	Queen's Gambit Declined: Cambridge Springs Defense: Bogoljubov Variation	r1b1k2r/pp1n1ppp/2p1pn2/q2p2B1/1bPP4/2N1P3/PPQN1PPP/R3KB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 f3d2 f8b4 d1c2	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. b8 d7 11. e2 e3 12. d8 a5 13. f3 d2 14. f8 b4 15. d1 c2 
374	D52	Queen's Gambit Declined: Cambridge Springs Defense: Capablanca Variation	r1b1kb1r/pp1n1ppp/2p1pB2/q2p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 c7c6 g1f3 d8a5 g5f6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. b8 d7 9. e2 e3 10. c7 c6 11. g1 f3 12. d8 a5 13. g5 f6 
375	D52	Queen's Gambit Declined: Cambridge Springs Defense	r1b1kb1r/pp1n1ppp/2p1pn2/q2P2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 c4d5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. b8 d7 11. e2 e3 12. d8 a5 13. c4 d5 
